商品,类型,物料名称,物料编码,消耗数量,单位,物料单价,行成本,适用渠道,ERPNext新单价,基价(两位),适用税率%,ERP_UOM,基价(原始)
酥脆鸡套餐3 - 经典酥脆鸡,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
酥脆鸡套餐3 - 经典酥脆鸡,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
酥脆鸡套餐3 - 经典酥脆鸡,combo,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
酥脆鸡套餐3 - 经典酥脆鸡,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
酸芒果汁,single,500PP杯（U型）,PA99015,1.0,pc,1.03362,1.03362,通用,1.03362,0.92,7.0,pc,0.92
酸芒果汁,single,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
酸芒果汁,single,酸芒果味粉,BE02003,12.0,g,0.2584050000000001,3.1008600000000013,通用,0.2584050000000001,0.23,7.0,g,0.23
酸芒果汁,single,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
零食套装 2,combo,翅中,FR01005,2.0,pc,4.61311515,9.2262303,通用,4.61311515,4.39,0.0,pc,4.393443
零食套装 2,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
零食套装 2,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
零食套装 2,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
零食套装 2,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
零食套装 2,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
零食套装 2,combo,手枪腿,FR01002,1.0,pc,15.2775,15.2775,通用,15.2775,14.55,0.0,pc,14.55
零食套装 2,combo,炸鸡炸粉,DR02002,30.0,g,0.0183504996255,0.5505149887649999,通用,0.0183504996255,0.02,7.0,g,0.016333333
零食套装 2,combo,J起酥油,DR02001,25.0,g,0.04954635,1.2386587500000001,通用,0.04954635,0.04,7.0,g,0.0441
零食套装 2,combo,辣味粉,SE05002,3.0,g,0.146055,0.43816499999999997,通用,0.146055,0.13,7.0,g,0.13
零食套装 2,combo,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
零食套装 2,combo,番茄酱（小包）,SA01013,2.0,pc,0.42693,0.85386,外卖,0.42693,0.38,7.0,pc,0.38
零食套装 2,combo,辣椒酱（小包）,SA01010,2.0,pc,0.47187,0.94374,外卖,0.47187,0.42,7.0,pc,0.42
零食套装 2,combo,餐巾纸,GE99003,1.0,pc,0.0894914566245,0.0894914566245,通用,0.0894914566245,0.08,7.0,pc,0.079654167
零食套装 2,combo,番茄酱（大包）,SA01009,15.0,g,0.02595285,0.38929274999999997,堂食,0.02595285,0.02,7.0,g,0.0231
零食套装 2,combo,甜辣酱（大包）,SA01001,15.0,g,0.033705,0.505575,堂食,0.033705,0.03,7.0,g,0.03
零食套装 2,combo,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,通用,0.05617500000000001,0.05,7.0,g,0.05
零食套装 2,combo,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
零食套装 2,combo,外卖筒形薯盒,PA99005,1.0,pc,0.775215,0.775215,外卖,0.775215,0.69,7.0,pc,0.69
零食套装 2,combo,中薯盒,PA99006,1.0,pc,0.6179250000000002,0.6179250000000002,通用,0.6179250000000002,0.55,7.0,pc,0.55
零食套装3,combo,玉米粒,MK01003,120.0,g,0.0716625,8.5995,通用,0.0716625,0.07,0.0,g,0.06825
零食套装3,combo,玉米杯,PA01007,1.0,pc,0.9971624250000001,0.9971624250000001,通用,0.9971624250000001,0.89,7.0,pc,0.88755
零食套装3,combo,玉米杯盖,PA01008,1.0,pc,0.230996094,0.230996094,通用,0.230996094,0.21,7.0,pc,0.205604
零食套装3,combo,塑料叉勺 100pcs*20pack,PA02001,1.0,pc,0.69657,0.69657,通用,0.69657,0.62,7.0,pc,0.62
零食套装3,combo,百事可乐原味,BE01004,50.0,g,0.24717,12.3585,通用,0.24717,0.22,7.0,g,0.22
零食套装3,combo,PLA尖头吸管,PA99024,2.0,pc,0.213465,0.42693,通用,0.213465,0.19,7.0,pc,0.19
零食套装3,combo,哑光塑料封口膜,PA99027,2.0,pc,0.08988000000000002,0.17976000000000003,外卖,0.08988000000000002,0.08,7.0,pc,0.08
零食套装3,combo,16A 冷杯,PA99001,2.0,pc,0.7190400000000001,1.4380800000000002,通用,0.7190400000000001,0.64,7.0,pc,0.64
零食套装3,combo,单杯袋,PA99020,2.0,pc,0.20223,0.40446,外卖,0.20223,0.18,7.0,pc,0.18
零食套装3,combo,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,通用,0.05617500000000001,0.05,7.0,g,0.05
零食套装3,combo,J起酥油,DR02001,150.0,g,0.04954635,7.4319525,通用,0.04954635,0.04,7.0,g,0.0441
零食套装3,combo,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
零食套装3,combo,外卖筒形薯盒,PA99005,1.0,pc,0.775215,0.775215,外卖,0.775215,0.69,7.0,pc,0.69
零食套装3,combo,番茄酱（小包）,SA01013,4.0,pc,0.42693,1.70772,外卖,0.42693,0.38,7.0,pc,0.38
零食套装3,combo,辣椒酱（小包）,SA01010,4.0,pc,0.47187,1.88748,外卖,0.47187,0.42,7.0,pc,0.42
零食套装3,combo,中薯盒,PA99006,1.0,pc,0.6179250000000002,0.6179250000000002,通用,0.6179250000000002,0.55,7.0,pc,0.55
零食套装3,combo,番茄酱（大包）,SA01009,25.0,g,0.02595285,0.64882125,堂食,0.02595285,0.02,7.0,g,0.0231
零食套装3,combo,甜辣酱（大包）,SA01001,25.0,g,0.033705,0.842625,堂食,0.033705,0.03,7.0,g,0.03
零食套装3,combo,炸鸡炸粉,DR02002,75.0,g,0.0183504996255,1.3762874719124998,通用,0.0183504996255,0.02,7.0,g,0.016333333
零食套装3,combo,辣味粉,SE05002,7.5,g,0.146055,1.0954125,通用,0.146055,0.13,7.0,g,0.13
零食套装3,combo,翅根,FR01004,5.0,pc,4.7108103,23.5540515,通用,4.7108103,4.49,0.0,pc,4.486486
零食套装3,combo,小餐盒,PA99036,1.0,pc,1.898715,1.898715,通用,1.898715,1.69,7.0,pc,1.69
零食套装3,combo,小船盒,PA99035,2.0,pc,1.808835,3.61767,通用,1.808835,1.61,7.0,pc,1.61
零食套装3,combo,鸡块,CK01002,5.0,pc,2.944028388,14.72014194,通用,2.944028388,2.62,7.0,pc,2.620408
零食套装3,combo,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
零食套装3,combo,肉丁（原味米花）,CK02004,12.0,pc,1.292025,15.5043,通用,1.292025,1.15,7.0,pc,1.15
零食套装3,combo,鸡米花盒,PA99003,1.0,pc,0.65163,0.65163,通用,0.65163,0.58,7.0,pc,0.58
零食套餐,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
零食套餐,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
零食套餐,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
零食套餐,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
零食套餐,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
零食套餐,combo,J起酥油,DR02001,35.0,g,0.04954635,1.7341222500000002,通用,0.04954635,0.04,7.0,g,0.0441
零食套餐,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
零食套餐,combo,炸鸡炸粉,DR02002,30.0,g,0.0183504996255,0.5505149887649999,通用,0.0183504996255,0.02,7.0,g,0.016333333
零食套餐,combo,无骨方腿腿肉汉堡用,FR01001,1.0,pc,18.9,18.9,通用,18.9,18.0,0.0,pc,18.0
零食套餐,combo,汉堡面包,DR01001,1.0,pc,5.246745000000001,5.246745000000001,通用,5.246745000000001,4.67,7.0,pc,4.67
零食套餐,combo,腌泡粉,SE01001,3.0,g,0.101115,0.303345,通用,0.101115,0.09,7.0,g,0.09
零食套餐,combo,沙拉酱,SA02001,15.0,g,0.06741,1.01115,通用,0.06741,0.06,7.0,g,0.06
零食套餐,combo,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
零食套餐,combo,餐巾纸,GE99003,1.0,pc,0.0894914566245,0.0894914566245,通用,0.0894914566245,0.08,7.0,pc,0.079654167
零食套餐,combo,鸡块,CK01002,5.0,pc,2.944028388,14.72014194,通用,2.944028388,2.62,7.0,pc,2.620408
零食套餐,combo,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
零食套餐,combo,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
零食套餐,combo,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
青芒果汁,single,500PP杯（U型）,PA99015,1.0,pc,1.03362,1.03362,通用,1.03362,0.92,7.0,pc,0.92
青芒果汁,single,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
青芒果汁,single,酸芒果味粉,BE02003,12.0,g,0.2584050000000001,3.1008600000000013,通用,0.2584050000000001,0.23,7.0,g,0.23
青芒果汁,single,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
餐点满足套餐1-经典脆皮炸鸡,single,十块鸡,FR05001,1.0,pc,8.61,8.61,通用,8.61,8.2,0.0,pc,8.2
餐点满足套餐1-经典脆皮炸鸡,single,J起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
餐点满足套餐1-经典脆皮炸鸡,single,炸鸡炸粉,DR02002,20.0,g,0.0183504996255,0.36700999251,通用,0.0183504996255,0.02,7.0,g,0.016333333
餐点满足套餐1-经典脆皮炸鸡,single,腌泡粉,SE01001,6.0,g,0.101115,0.60669,通用,0.101115,0.09,7.0,g,0.09
餐点满足套餐1-经典脆皮炸鸡,single,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
餐点满足套餐1-经典脆皮炸鸡,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
餐点满足套餐1-经典脆皮炸鸡,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
餐点满足套餐1-经典脆皮炸鸡,single,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
餐点满足套餐1-经典脆皮炸鸡,single,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
餐点满足套餐1-经典脆皮炸鸡,single,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
饱腹满足 5,combo,4#全鸡袋,PA99008,1.0,pc,0.6066900000000001,0.6066900000000001,通用,0.6066900000000001,0.54,7.0,pc,0.54
饱腹满足 5,combo,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
饱腹满足 5,combo,十块鸡,FR05001,2.0,pc,8.61,17.22,通用,8.61,8.2,0.0,pc,8.2
饱腹满足 5,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱腹满足 5,combo,翅根,FR01004,3.0,pc,4.7108103,14.132430900000001,通用,4.7108103,4.49,0.0,pc,4.486486
饱腹满足 5,combo,打包袋 (小号),PA99018,1.0,pc,0.3595200000000001,0.3595200000000001,外卖,0.3595200000000001,0.32,7.0,pc,0.32
饱腹满足 5,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱腹满足 5,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
饱腹满足 5,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱腹满足 5,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱腹满足 5,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱腹满足 5,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱腹菜单 1,single,十块鸡,FR05001,1.0,pc,8.61,8.61,通用,8.61,8.2,0.0,pc,8.2
饱腹菜单 1,single,J起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱腹菜单 1,single,炸鸡炸粉,DR02002,20.0,g,0.0183504996255,0.36700999251,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱腹菜单 1,single,腌泡粉,SE01001,6.0,g,0.101115,0.60669,通用,0.101115,0.09,7.0,g,0.09
饱腹菜单 1,single,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
饱腹菜单 1,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
饱腹菜单 1,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
饱腹菜单 1,single,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
饱腹菜单 2,single,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
饱腹菜单 2,single,鸡腿,FR01003,1.0,pc,6.90000045,6.90000045,通用,6.90000045,6.57,0.0,pc,6.571429
饱腹菜单 2,single,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱腹菜单 2,single,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱腹菜单 2,single,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
饱腹菜单 2,single,腌泡粉,SE01001,10.0,g,0.101115,1.01115,通用,0.101115,0.09,7.0,g,0.09
饱腹菜单 2,single,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱腹菜单 2,single,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱腹菜单 2,single,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱腹菜单 2,single,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足感 8,single,4#全鸡袋,PA99008,1.0,pc,0.6066900000000001,0.6066900000000001,通用,0.6066900000000001,0.54,7.0,pc,0.54
饱足感 8,single,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
饱足感 8,single,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱足感 8,single,翅根,FR01004,8.0,pc,4.7108103,37.6864824,通用,4.7108103,4.49,0.0,pc,4.486486
饱足感 8,single,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱足感 8,single,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
饱足感 8,single,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱足感 8,single,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱足感 8,single,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱足感 8,single,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足感 8,single,8寸面饼,FR03001,1.0,pc,6.972429765,6.972429765,通用,6.972429765,6.21,7.0,pc,6.20599
饱足感 8,single,打包袋 (大号),PA99019,1.0,pc,0.7078050000000001,0.7078050000000001,外卖,0.7078050000000001,0.63,7.0,pc,0.63
饱足感 8,single,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
饱足感 8,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
饱足感 8,single,无骨方腿腿肉汉堡用,FR01001,1.0,pc,18.9,18.9,通用,18.9,18.0,0.0,pc,18.0
饱足感 8,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
饱足感 8,single,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
饱足感2,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
饱足感2,combo,鸡腿,FR01003,1.0,pc,6.90000045,6.90000045,通用,6.90000045,6.57,0.0,pc,6.571429
饱足感2,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱足感2,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱足感2,combo,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
饱足感2,combo,腌泡粉,SE01001,10.0,g,0.101115,1.01115,通用,0.101115,0.09,7.0,g,0.09
饱足感2,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱足感2,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱足感2,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱足感2,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足感2（原价）,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱足感2（原价）,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱足感2（原价）,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足感2（原价）,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱足感2（原价）,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
饱足感2（原价）,combo,十块鸡,FR05001,1.0,pc,8.61,8.61,通用,8.61,8.2,0.0,pc,8.2
饱足感2（原价）,combo,J起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱足感2（原价）,combo,炸鸡炸粉,DR02002,20.0,g,0.0183504996255,0.36700999251,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱足感2（原价）,combo,腌泡粉,SE01001,6.0,g,0.101115,0.60669,通用,0.101115,0.09,7.0,g,0.09
饱足感2（原价）,combo,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
饱足感2（原价）,combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
饱足感2（原价）,combo,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
饱足感2（原价）,combo,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
饱足感2（原价）,combo,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
饱足感2（原价）,combo,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
饱足感3（原价）,combo,十块鸡,FR05001,4.0,pc,8.61,34.44,通用,8.61,8.2,0.0,pc,8.2
饱足感3（原价）,combo,J起酥油,DR02001,40.0,g,0.04954635,1.9818540000000002,通用,0.04954635,0.04,7.0,g,0.0441
饱足感3（原价）,combo,炸鸡炸粉,DR02002,80.0,g,0.0183504996255,1.46803997004,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱足感3（原价）,combo,腌泡粉,SE01001,24.0,g,0.101115,2.42676,通用,0.101115,0.09,7.0,g,0.09
饱足感3（原价）,combo,小纸袋,PA99013,4.0,pc,0.280875,1.1235,通用,0.280875,0.25,7.0,pc,0.25
饱足感3（原价）,combo,番茄酱（小包）,SA01013,4.0,pc,0.42693,1.70772,外卖,0.42693,0.38,7.0,pc,0.38
饱足感3（原价）,combo,辣椒酱（小包）,SA01010,4.0,pc,0.47187,1.88748,外卖,0.47187,0.42,7.0,pc,0.42
饱足感3（原价）,combo,小船盒,PA99035,4.0,pc,1.808835,7.23534,通用,1.808835,1.61,7.0,pc,1.61
饱足感3（原价）,combo,番茄酱（大包）,SA01009,20.0,g,0.02595285,0.519057,堂食,0.02595285,0.02,7.0,g,0.0231
饱足感3（原价）,combo,甜辣酱（大包）,SA01001,20.0,g,0.033705,0.6740999999999999,堂食,0.033705,0.03,7.0,g,0.03
饱足感十足 1,combo,肉丁（原味米花）,CK02004,12.0,pc,1.292025,15.5043,通用,1.292025,1.15,7.0,pc,1.15
饱足感十足 1,combo,黄瓜片,MK01020,20.0,g,0.063,1.26,通用,0.063,0.06,0.0,g,0.06
饱足感十足 1,combo,酱料盒（堂食）,PA01006,1.0,pc,0.1378128792915,0.1378128792915,通用,0.1378128792915,0.12,7.0,pc,0.122663889
饱足感十足 1,combo,塑料叉勺 100pcs*20pack,PA02001,1.0,pc,0.69657,0.69657,通用,0.69657,0.62,7.0,pc,0.62
饱足感十足 1,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱足感十足 1,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
饱足感十足 1,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
饱足感十足 1,combo,香米,DR01002,70.0,g,0.02247,1.5729,通用,0.02247,0.02,7.0,g,0.02
饱足感十足 1,combo,香辣蘸料,MK01016,40.0,g,0.1052413087845,4.20965235138,通用,0.1052413087845,0.09,7.0,g,0.093672727
饱足感十足 1,combo,塑料碗盒（方盒）,PA01002,1.0,pc,3.66261,3.66261,通用,3.66261,3.26,7.0,pc,3.26
饱足感十足 1,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
饱足感十足 1,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
饱足感十足 1,combo,托盘纸,PA99016,1.0,pc,0.24717,0.24717,外卖,0.24717,0.22,7.0,pc,0.22
饱足感十足 1,combo,鸡棒,CK02003,3.0,pc,2.177799141,6.533397423,通用,2.177799141,1.94,7.0,pc,1.938406
饱足感十足 1,combo,辣椒酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
饱足感十足 1,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
饱足感十足 1,combo,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
饱足感满8,combo,翅根,FR01004,8.0,pc,4.7108103,37.6864824,通用,4.7108103,4.49,0.0,pc,4.486486
饱足感满8,combo,炸鸡炸粉,DR02002,30.0,g,0.0183504996255,0.5505149887649999,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱足感满8,combo,J起酥油,DR02001,20.0,g,0.04954635,0.9909270000000001,通用,0.04954635,0.04,7.0,g,0.0441
饱足感满8,combo,腌泡粉,SE01001,3.0,g,0.101115,0.303345,通用,0.101115,0.09,7.0,g,0.09
饱足感满8,combo,BBQ酱,SE05001,10.0,g,0.101115,1.01115,通用,0.101115,0.09,7.0,g,0.09
饱足感满8,combo,铝箔烤翅袋,PA99010,1.0,pc,0.33705,0.33705,通用,0.33705,0.3,7.0,pc,0.3
饱足感满8,combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
饱足感满8,combo,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
饱足感满8,combo,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
饱足感满8,combo,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
饱足感满8,combo,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
饱足感满满 3,combo,十块鸡,FR05001,2.0,pc,8.61,17.22,通用,8.61,8.2,0.0,pc,8.2
饱足感满满 3,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
饱足感满满 3,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
饱足感满满 3,combo,腌泡粉,SE01001,10.0,g,0.101115,1.01115,通用,0.101115,0.09,7.0,g,0.09
饱足感满满 3,combo,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
饱足感满满 3,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
饱足感满满 3,single,十块鸡,FR05001,2.0,pc,8.61,17.22,通用,8.61,8.2,0.0,pc,8.2
